ID;Spalte1;Haupteintrag;Nr;Funktion;Inhalt;Zusatz;Typ2
p03747;Hormisdas, Papst;Hormisdas, Papst;1;Aussteller;Hormisdas;;t:persName
;;;1024;;Kirchenprovinz;;t:orgName
;;;1026;;Kirchenprovinz;;t:orgName
p03750;;Horricus, Kleriker;973;;Kleriker Horric(us);;t:persName
;;;181;;Kirchenprovinzen Reims;Reims;t:orgName
;;;528;;Kirchenprovinz Reims;Reims;t:orgName
;;;712;Ort;Kirchenprovinz Reims;Kirchenprovinz Reims;t:placeName
;;;1014;;Kirchenprovinz Reims;Reims;t:orgName
;;;1131;;Kirchenprovinz Reims;Reims;t:orgName
p03753;;Hu.;752;;Hu.;;t:persName
p03754;;Hu., einst Archidiakon der Reimser;745;;Hu., einst Archidiakon der Reimser;Reimser;t:persName
p03755;;Hu., miles de Warcq c. et arr. Charleville-Mézières, Ardennes;735;;Hu., miles de Warcq (c. et arr. Charleville-Mézières, Ardennes);Warcq (c. et arr. Charleville-Mézières, Ardennes);t:persName
;;;415;;Kirchen von Marchiennes (arr. Douai, Nord);Marchiennes (arr. Douai, Nord);t:orgName
;;;416;;Kirchen von Marchiennes (arr. Douai, Nord);Marchiennes (arr. Douai, Nord);t:orgName
p03756;;Hu., Propst;939;;Propst Hu.;;t:persName
p03757;;Hu. de Warcq c. et arr. Charleville-Mézières, Ardennes;723;;Hu. de Warcq (c. et arr. Charleville-Mézières, Ardennes);Warcq (c. et arr. Charleville-Mézières, Ardennes);t:persName
p03758;;Hubald, Bischof von Ostia;649;;Bischof (Hubald) von Ostia;Ostia;t:persName
p03760;;Hubald, Bürger des castrum sancti Remigii;780;;Hubald, einem Bürger des castrum sancti Remigii;castrum sancti Remigii;t:persName
p03761;Hubert, Subdiakon;Hubert, Subdiakon;295;Empfänger;Subdiakon Hubert;;t:persName
p03762;;Hubert von Senlis;378;;(Hubert) von Senlis;Senlis;t:persName
p03763;;Hucbold, Schwager;132;;Schwager Hucbold;;t:persName
p03764;Hugo, Archidiakon in Reims;Hugo, Archidiakon in Reims;175;;Hugo;;t:persName
p03772;;Hugo, Abt;1030;;Abt Hugo;;t:persName
;;;862;;Kirche Saint-Maurice;;t:orgName
;;;863;;Kirche Saint-Maurice;Saint-Maurice;t:orgName
p03773;;Hugo, Abt der Regularkanonikerabtei Saint-Jean-des-Vignes vor Soissons Aisne;1050;;(Hugo), Abt der Regularkanonikerabtei Saint-Jean-des-Vignes vor Soissons (Aisne);Saint-Jean-des-Vignes vor Soissons (Aisne);t:persName
p03774;;Hugo, Abt und die Mönche von Saint-Remi;479;;Abt Hugo und die Mönche von Saint-Remi;Saint-Remi;t:persName
p03775;Hugo, Abt von Cluny;Hugo, Abt von Cluny;276;Empfänger;Hugo, Abt von Cluny;Cluny;t:persName
p03781;;Hugo, Abt von Saint-Remi;589;;Abt (Hugo?) von Saint-Remi;Saint-Remi;t:persName
;;;404;;Kirche Saint-Remi;Saint-Remi;t:orgName
;;;905;;Kirche von Saint-Remi;Saint-Remi;t:orgName
p03782;;Hugo, Bischof;727;;Bischof (Hugo;;t:persName
;;;824;;Kirche Saint-Riquier (c. Ailly-le-Haut-Clocher, arr., Abbeville, Somme);Saint-Riquier (c. Ailly-le-Haut-Clocher, arr., Abbeville, Somme);t:orgName
p03783;;Hugo, Bischof von Châlons-en-Champagne;382;;Bischof H(ugo) von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p03785;Hugo von Die, Erzbischof von Lyon (zuvor Bischof von Die);Hugo, Bischof von Die;285;Empfänger;Hugo, Bischof von Die;Die;t:persName
p03807;Hugo, Bischof von Soissons;Hugo, Bischof von Soissons;344;Empfänger;Bischöfe Hugo von Soissons;Soissons;t:persName
p03817;;Hugo, ehemaliger archidiaconus Remensis;818;;Hug(o), dem ehemaligen archidiaconus Remensis;Remensis;t:persName
p03818;;Hugo, ehemaliger Ehemann;637;;ehemaligen Ehemann Hugo;;t:persName
;;;731;;Kirche von Amiens;Amiens;t:orgName
p03819;;Hugo, Ehemann der Frau;636;;Hugo, Ehemann der Frau;;t:persName
;;;326;;Kirche von Arras;Arras;t:orgName
;;;329;;Kirche von Arras;Arras;t:orgName
;;;330;;Kirche von Arras;Arras;t:orgName
;;;333;;Kirche von Arras;Arras;t:orgName
;;;410;;Kirche von Arras;Arras;t:orgName
;;;650;;Kirche von Arras;Arras;t:orgName
;;;1079a;;Kirche von Arras;Arras;t:orgName
p03820;;Hugo, Elekt von Dol;483;;Hu(go), Elekt von Dol;Dol;t:persName
;;;1114;;Kirche von Aubigny;Aubigny;t:orgName
p03821;;Hugo, Erzbischof;190;;Erzbischof Hugo;;t:persName
p03822;;Hugo, Erzbischof von Besançon;233;;Hugo, Erzbischof von Besançon;Besançon;t:persName
p03823;;Hugo, Erzbischof von Lyon;316;;(Hugo), Erzbischof von Lyon;Lyon;t:persName
p03827;Hugo, Erzbischof von Reims;Hugo, Erzbischof von Reims;167;Aussteller;Hugo, Erzbischof von Reims;Reims;t:persName
p03830;Hugo, Erzbischof von Rouen;Hugo, Erzbischof von Rouen;480;Empfänger;Erzbischöfe (Hugo) von Rouen;Rouen;t:persName
p03831;Hugo, Erzbischof von Sens;Hugo, Erzbischof von Sens;521;Empfänger;(Hugo), Erzbischof von Sens;Sens;t:persName
p03832;Hugo, Graf von Roucy;Hugo, Graf von Roucy;418;Aussteller;Hugo, Graf von Roucy;Roucy;t:persName
p03834;;Hugo, Herzog;177;;Herzog Hugo;;t:persName
;;;471;;Kirche von Bourges;Bourges;t:orgName
p03835;;Hugo, Höriger;689;;Hörigen Hugo;;t:persName
p03836;;Hugo, Kleriker;648;;Klerikers Hugo;;t:persName
;;;1119c;;Kirche von Brieulles-sur-Meuse;Brieulles-sur-Meuse;t:orgName
p03837;;Hugo, König;193;;König (Hugo);;t:persName
;;;327;;Kirche von Cambrai;Cambrai;t:orgName
;;;333;;Kirche von Cambrai;Cambrai;t:orgName
;;;337;;Kirche von Cambrai;Cambrai;t:orgName
;;;351;;Kirche von Cambrai;Cambrai;t:orgName
;;;364;;Kirche von Cambrai;Cambrai;t:orgName
;;;395;;Kirche von Cambrai;Cambrai;t:orgName
;;;396;;Kirche von Cambrai;Cambrai;t:orgName
;;;980;;Kirche von Cambrai;Cambrai;t:orgName
p03841;;Hugo, König der Franken;199;Aussteller;Hugo, König der Franken;Franken;t:persName
p03842;Hugo Capet, König von Frankreich;Hugo, König von Frankreich;193;Aussteller;König Hugo von Frankreich;Frankreich;t:persName
p03843;;Hugo, miles;709;;miles H(ugo);;t:persName
;;;563;;Kirche von Châlons(-en-Champagne);Châlons(-en-Champagne);t:orgName
;;;571;;Kirche von Châlons-en-Champagne;Châlons-en-Champagne;t:orgName
;;;965;;Kirche von Châlons(-en-Champagne);Châlons(-en-Champagne);t:orgName
p03844;;Hugo, Priester, Überbringer;923;;Priesters Hugo, Überbringer;;t:persName
p03845;;Hugo, Prior des Cluniazenserpriorats von Saint-Saulve;462;;H(ugo), Prior (des Cluniazenserpriorats) von Saint-Saulve;Saint-Saulve;t:persName
;;;258;;Kirche von Chartres;Chartres;t:orgName
;;;773;;Kirche von Chartres;Chartres;t:orgName
p03846;;Hugo,Sohn;461;;Sohn (Hugo);;t:persName
;;;613;;Kirche von Clairvaux;Clairvaux;t:orgName
p03847;;Hugo, Vidame von Châlons-en-Champagne;1069;;Hugo, Vidame von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p03848;;Hugo als Elekt von Soissons;724;;Hu(go) als Elekt von Soissons;Soissons;t:persName
;;;641a;;Kirche von Crapeaumesnil (c. Lassigny, arr. Compiègne, Oise);Crapeaumesnil (c. Lassigny, arr. Compiègne, Oise);t:orgName
p03849;;Hugo Capet;196;;Hugo Capet;;t:persName
p03850;;Hugo Cholet Graf von Roucy;438;;Hugo Cholet (Graf von Roucy;Roucy;t:persName
p03852;;Hugo de oratorio;1053;;Hugo de oratorio;;t:persName
;;;921;;;;t:orgName
p03853;;Hugo Vitulus, Kanoniker der Kirche von Arras Pas-de-Calais;863;;Hugo Vitulus, Kanoniker der Kirche von Arras (Pas-de-Calais);Kirche von Arras (Pas-de-Calais);t:persName
;;;19;;Kirche von Hildesheim;Hildesheim;t:orgName
p03854;;Hugo von Auxerre;448;;Hugo von Auxerre;Auxerre;t:persName
p03855;;Hugo von Besançon;223a;;(Hugo) von Besançon;Besançon;t:persName
p03856;;Hugo von Champfleury, Kanzler;496;;Hugo (von Champfleury), Kanzler;;t:persName
;;;300;;Kirche von Langres;Langres;t:orgName
p03857;;Hugo von Cluny;223a;;Hugo von Cluny;Cluny;t:persName
;;;968;;Kirche von Laon;Laon;t:orgName
;;;1073;;Kirchen von Laon;Laon;t:orgName
;;;1121;;Kirche von Laon;Laon;t:orgName
p03858;;Hugo von Jonquery c. Châtillon-sur-Marne, arr. Reims, Marne;854;;Hugo von Jonquery (c. Châtillon-sur-Marne, arr. Reims, Marne);Jonquery (c. Châtillon-sur-Marne, arr. Reims, Marne);t:persName
p03859;Hugo, Abt von Pontigny;Hugo von Pontigny;439;Empfänger;Hu(go) von Pontigny;Pontigny;t:persName
p03861;;Hugo von Puiset;324;;(Hugo von Puiset;Puiset;t:persName
p03863;;Hugo von Rouen;434;Empfänger;Hu(go) von Rouen;Rouen;t:persName
p03865;;Hugo von Sens;480;Empfänger;(Hugo) von Sens;Sens;t:persName
;;;793;;Kirche von Maroilles (c. Landrecies, arr. Avesnes-sur-Helpe, Nord);Maroilles (c. Landrecies, arr. Avesnes-sur-Helpe, Nord);t:orgName
p03866;Hugo, Erzbischof von Tours;Hugo von Tours;434;Empfänger;Hug(o) von Tours;Tours;t:persName
p03868;;Hugo von Vermandois;162;;Hugo (von Vermandois);Vermandois;t:persName
p03880;;Hugues;647;;Hugues;;t:persName
p03881;;Hugues de Champfleury, Bischof von Soissons;750;;Hu(gues de Champfleury), Bischof von Soissons;Soissons;t:persName
;;;387;;Kirche von Noyon;Noyon;t:orgName
;;;729;;Kirche von Noyon;Noyon;t:orgName
;;;764;;Kirche von Noyon;Noyon;t:orgName
p03882;;Hugues de Reynel;987;;Hug(ues) de Reynel;Reynel;t:persName
p03883;;Humbald, Erzbischof von Lyon;421;;Erzbischofs Hum(bald) von Lyon;Lyon;t:persName
p03884;Hyllin, Erzbischof von Trier;Hyllin, Erzbischof von Trier;486;Empfänger;Hy(llin), Erzbischof von Trier;Trier;t:persName
p03885;Iacintus, Kardinaldiakon der römischen Kirche von Santa Maria in Cosmedin;Iacintus, Kardinaldiakon der römischen Kirche von Santa Maria in Cosmedin;499;Aussteller;Iac(intus), Kardinaldiakon der römischen Kirche (von Santa Maria in Cosmedin;römischen Kirche (von Santa Maria in Cosmedin;t:persName
;;;7;;Metropolitankirche Reims;Reims;t:orgName
;;;40;;Kirche von Reims;Reims;t:orgName
;;;50;;Kirche von Reims;Reims;t:orgName
;;;59;;Kirche von Reims;Reims;t:orgName
;;;114;;Kirche von Reims;Reims;t:orgName
;;;120;;Kirche von Reims;Reims;t:orgName
;;;129;Empfänger;Kirche von Reims;Reims;t:orgName
;;;132;;Kirche von Reims;Reims;t:orgName
;;;135;Empfänger;Kirche von Reims;Reims;t:orgName
;;;136;Empfänger;Kirche von Reims;Reims;t:orgName
;;;136;;Kirche von Reims;Reims;t:orgName
;;;144;;Kirche von Reims;Reims;t:orgName
;;;145;;Kirche von Reims;Reims;t:orgName
;;;153;;Kirche von Reims;Reims;t:orgName
;;;206;;Kirche von Reims;Reims;t:orgName
;;;214;;Kirche von Reims;Reims;t:orgName
;;;227;;Kirche von Reims;Reims;t:orgName
;;;256;;Kirche von Reims;Reims;t:orgName
;;;260;;Kirche von Reims;Reims;t:orgName
;;;261;;Kirche von Reims;Reims;t:orgName
;;;288;;Kirche von Reims;Reims;t:orgName
;;;289;;Kirche von Reims;Reims;t:orgName
;;;290;;Kirche von Reims;Reims;t:orgName
;;;292;;Kirche von Reims;Reims;t:orgName
;;;293;;Kirche von Reims;Reims;t:orgName
;;;296;;Kirche von Reims;Reims;t:orgName
;;;304;;Kirche von Reims;Reims;t:orgName
;;;309;;Kirche von Reims;Reims;t:orgName
;;;312;;Kirche von Reims;Reims;t:orgName
;;;313;;Kirche von Reims;Reims;t:orgName
;;;342;;Kirche von Reims;Reims;t:orgName
;;;362;;Kirche von Reims;Reims;t:orgName
;;;371;;Kirche von Reims;Reims;t:orgName
;;;372;;Kirche von Reims;Reims;t:orgName
;;;373;;Kirche von Reims;Reims;t:orgName
;;;373;;Kirche von Reims;Reims;t:orgName
;;;374;;Kirche von Reims;Reims;t:orgName
;;;374;;Kirche von Reims;Reims;t:orgName
;;;447;;Kirche von Reims;Reims;t:orgName
;;;514;;Kirche von Reims;Reims;t:orgName
;;;552;;Kirche von Reims;Reims;t:orgName
;;;664;;Kirche von Reims;Reims;t:orgName
;;;894;;Kirche (von Reims);Reims;t:orgName
;;;907;;Kirche von Reims;Reims;t:orgName
;;;960;;Kirche von Reims;Reims;t:orgName
;;;991;;Kirche von Reims;Reims;t:orgName
;;;1009;;Kirche von Reims;Reims;t:orgName
;;;1010;;Kirche von Reims;Reims;t:orgName
;;;1042;;Kirche von Reims;Reims;t:orgName
p03887;;ihrer Schwestern;485;;ihrer Schwestern;;t:persName
p03888;;in Boulogne-sur-Mer;532;;(in Boulogne-sur-Mer;Boulogne-sur-Mer;t:persName
p03890;;Ingeborg;1130;;I(ngeborg);;t:persName
p03893;;Ingelrannus von Coucy-le-Château-Auffrique, arr. Laon, Aisne;1025;;Ingelrannus von Coucy(-le-Château-Auffrique, arr. Laon, Aisne);Coucy(-le-Château-Auffrique, arr. Laon, Aisne);t:persName
p03894;;Ingeltrud;71;;Ingeltrud;;t:persName
p03895;;Ingiltrud;56;;Ingiltrud;;t:persName
p03897;Innocenz II., Papst;Innocenz II.;425;;Papst Innocenz (II.);;t:persName
p03932;;in Paris;374;;in Paris;Paris;t:persName
p03933;;Insassen von Luxeuil arr. Lure, Haute-Saône;422;;Insassen von Luxeuil (arr. Lure, Haute-Saône);Luxeuil (arr. Lure, Haute-Saône);t:persName
p03935;;Iohannes clericus;1068;;Io(hannes) clericus;;t:persName
p03936;;Isaak, Bischof;127;;Bischofs Isaak;;t:persName
;;;791;;Kirche von Soissons;Soissons;t:orgName
p03937;;Isabella, Königin;1061;;Königin Isabella;;t:persName
p03943;Ivo, Bischof von Chartres;Ivo, Bischof von Chartres;324;;Mitbruders (Bischof Ivo) von Chartres;Chartres;t:persName
;;;660;;Kirche von Tournai;Tournai;t:orgName
;;;822;;Kirche von Tournai;Tournai;t:orgName
;;;1128a;;Kirche von Tournai;Tournai;t:orgName
p03947;;Ivo von Senlis;289;;(Ivo) von Senlis;Senlis;t:persName
p03948;;J.;560;;J.;;t:persName
p03951;;J., armer Priester, Überbringer;959;;arme Priester J., Überbringer;;t:persName
p03952;;J., ein armer Priester und Kaplan der Kranken von Tours-sur-Marne c. Ay, arr. Reims, Marne;1005;;J., ein armer Priester und Kaplan der Kranken von Tours-sur-Marne (c. Ay, arr. Reims, Marne);Tours-sur-Marne (c. Ay, arr. Reims, Marne);t:persName
p03953;;J., Priester;796;;Priester J.;;t:persName
;;;179;;Kleriker;;t:persName
p03954;;J., Priester, Überbringer;743;;Priesters J., Überbringer;;t:persName
;;;329;;(Kleriker) aus Arras;Arras;t:persName
;;;333;;Kleriker aus Arras;Arras;t:persName
p03956;;J., Sohn;749;;Sohn J.;;t:persName
;;;329;;(Kleriker) aus Cambrai;Cambrai;t:persName
;;;331;;Kleriker aus Cambrai;Cambrai;t:persName
p03957;;Jacintus, Kardinal;622;;Kardinäle Jac(intus);;t:persName
p03958;;Jakobus de Porta Marne;957;;Jakobus de Porta Marne;Porta Marne;t:persName
p03959;;Jean dAvesnes-sur-Helpe, Nord;500;;Jean d’Avesnes(-sur-Helpe, Nord);d’Avesnes(-sur-Helpe, Nord);t:persName
;;;660;;Kleriker aus Noyon;Noyon;t:persName
p03960;;Jean de Monchecourt ibid.;686;;Jean de Monchecourt (ibid.);Monchecourt (ibid.);t:persName
p03963;;Jean Sauveloup;907;;Jean Sauveloup;;t:persName
;;;871;;Kleriker B.;;t:persName
;;;886;;Kleriker B.;;t:persName
p03970;;Jesse, Priester;923;;Priester Jesse;;t:persName
p03971;;Jesus Christus;134;;Jesus Christus;;t:persName
p03972;;Jo., Kanoniker der Kirche von Laon;758;;Jo., Kanoniker der Kirche von Laon;Laon;t:persName
p03973;;Jo., Kleriker und Kanoniker der Kirche von Laon;691;;Jo., Kleriker und Kanoniker der Kirche von Laon;Laon;t:persName
p03974;;Job., Überbringer;655;;Job., Überbringer;;t:persName
p03975;;Joc, Priester;841;;Priesters Joc;;t:persName
p03976;;Johann, Erzbischof von Trier;1122c;;Erzbischofs Johann von Trier;Trier;t:persName
p03977;Johannes, Bischof;Johannes, Bischof;94;;Johannes;;t:persName
p03981;Johannes, Bischof;Johannes,;770;;J(ohannes),;;t:persName
p03982;;Johannes, Abt;917;;Abt Johannes;;t:persName
p03985;;Johannes, Abt von Lobbes;1002;;J(ohannes), der Abt von Lobbes;Lobbes;t:persName
p03986;;Johannes, Abt von Mont-Saint-Éloi;1114b;Empfänger;Abt Johannes von Mont-Saint-Éloi;Mont-Saint-Éloi;t:persName
p03987;Johannes, Abt von Saint-Bertin Saint-Omer;Johannes, Abt von Saint-Bertin Saint-Omer, Pas-de-Calais;424;Empfänger;Abtes Johannes von Saint-Bertin (Saint-Omer, Pas-de-Calais);Saint-Bertin (Saint-Omer, Pas-de-Calais);t:persName
;;;310;Empfänger;Klerus und das Volk von Reims;Reims;t:persName
;;;316;Empfänger;Klerus und Volk von Reims;Reims;t:persName
p03988;;Johannes, Abt von Saint-Médard in Soissons Aisne;855;;Abt J(ohannes) von Saint-Médard in Soissons (Aisne);Saint-Médard in Soissons (Aisne);t:persName
p03989;;Johannes, Abt von Saint-Vaast in Arras;1133;;J(ohannes), ehemals Abt von Saint-Vaast in Arras;Saint-Vaast in Arras;t:persName
p03990;;Johannes, Archidiakon der Kirche von Reims;716;;Johannes, Archidiakon der Kirche (von Reims;Reims;t:persName
p03992;;Johannes, Bischof;94;;Bischöfe Johannes;;t:persName
;;;1124;;Kloster Corbie (arr. Amiens, Somme);Corbie (arr. Amiens, Somme);t:orgName
p03995;Johannes, Bischof von Cambrai;Johannes, Bischof von Cambrai;89;Empfänger;Johannes, Bischof von Cambrai;Cambrai;t:persName
p03997;;Johannes, Bischof von Grenoble;653;;Bischof (Johannes) von Grenoble;Grenoble;t:persName
p03998;;Johannes, Bischof von Paneada;732;;(Johannes), Bischof von Paneada;Paneada;t:persName
p03999;Johannes, Bischof von Thérouanne;Johannes, Bischof von Thérouanne;352;;Johannes, Bischof von Thérouanne;Thérouanne;t:persName
p04000;Johannes, Erzbischof von Trier;Johannes, Erzbischof von Trier;1128;Empfänger;Erzbischof Johannes von Trier;Trier;t:persName
;;;1042;;Klöster Saint-Remi;Saint-Remi;t:orgName
p04001;;Johannes, Kleriker;965;;Kleriker Johannes;;t:persName
p04003;;Johannes, Kleriker, Überbringer;857;;Kleriker Johannes, Überbringer;;t:persName
;;;120;;Klosters (Bonneval;Bonneval;t:orgName
p04004;;Johannes, Magister;865;;Magister Johannes;;t:persName
p04005;;Johannes, Neffe des Kantors von Douai;649;;Jo(hannes), einen Neffen des Kantors von Douai;Douai;t:persName
p04006;;Johannes, Priester dieser Kirche;818;;Johannes, Priester dieser Kirche;;t:persName
p04007;;Johannes, procurator seines Archidiakons;780;;J(ohannes), der procurator seines Archidiakons;;t:persName
o04510;;Köln;222;Ausstellungort;Köln;Köln;t:placeName
p04008;;Johannes, Sohn;672;;Sohn Johannes;;t:persName
;;;470;Empfänger;Komprovinzialen;;t:persName
p04009;;Johannes Aculeus;846;;Johannes Aculeus;;t:persName
;;;82;;König;;t:persName
;;;85;;Königs;;t:persName
;;;90;;König;;t:persName
;;;214;;Königs;;t:persName
;;;230;;Königs;;t:persName
;;;232;;Königs;;t:persName
;;;234;;König;;t:persName
;;;324;;König;;t:persName
;;;472;;König;;t:persName
;;;911;;König;;t:persName
;;;915;;König;;t:persName
;;;929;;König;;t:persName
;;;1042;;König;;t:persName
;;;1053;;Königs;;t:persName
;;;1061;;Königs;;t:persName
;;;1112;;Königs;;t:persName
p04010;;Johannes Brieter;844;;Johannes Brieter;;t:persName
p04011;;Johannes de Burgundione;738;;Johannes de Burgundione;Burgundione;t:persName
p04012;;Johannes de novis edibus;932;;Johannes de novis edibus;;t:persName
;;;94d;;Könige;;t:persName
o04534;;Königreich;120;Ort;Königreich;Königreich;t:placeName
;;;560;Ort;Königreich;Königreich;t:placeName
;;;915;Ort;Königreich;Königreich;t:placeName
o04537;;Königreiches;524;Ort;Königreiches;Königreiches;t:placeName
o04538;;Königreich Frankreich;929;Ort;Königreich Frankreich;Königreich Frankreich;t:placeName
;;;1112;Ort;Königreich Frankreich;Königreich Frankreich;t:placeName
o04540;;Königreich König Ludwigs von Frankreich;653;Ort;Königreich König L(udwigs) von Frankreich;Königreich König L(udwigs) von Frankreich;t:placeName
p04013;;Johannes Multo;881;;Jo(hannes) Mult(o);;t:persName
;;;515;;Königs von Frankreich;Frankreich;t:persName
;;;1042;;König von Frankreich;Frankreich;t:persName
p04014;;Johannes Paparo, Legat des apostolischen Stuhles;481;;Johannes (Paparo), Legat des apostolischen Stuhles;;t:persName
p04015;;Johannes Poeta;1053;;Johannes Poeta;;t:persName
p04017;;Johannes Poeta, Kanoniker der Kathedrale in Senlis;1007;;J(ohannes Poeta), Kanoniker (der Kathedrale) in Senlis;Kathedrale) in Senlis;t:persName
p04018;Johannes VIII., Papst;Johannes VIII., Papst;107;Aussteller;Johannes VIII.;;t:persName
p04030;;Johannes von Neapel, Kardinal;622;;Kardinälen Jo(hannes) von Neapel;Neapel;t:persName
p04031;Johannes, Erzbischof von Rouen;Johannes von Rouen;109;Empfänger;Johannes von Rouen;Rouen;t:persName
p04033;Johannes, Bischof von Saint-Malo;Johannes von Saint-Malo;475;Empfänger;J(ohannes) von Saint-Malo;Saint-Malo;t:persName
p04034;Johannes X., Papst;Johannes X.;158;Empfänger;(Johannes X.);;t:persName
;;;902;;L.;;t:persName
;;;904;;L.;;t:persName
;;;904;;L.;;t:persName
p04041;Johannes XI., Papst;Johannes XI.;165;Aussteller;Johannes’ XI.;;t:persName
p04042;Johannes XII., Papst;Johannes XII.;181;;Papst (Johannes XII.);;t:persName
o04557;;La Chaise-Dieu;309;Ort;La Chaise-Dieu;La Chaise-Dieu;t:placeName
p04046;Johannes XIII., Papst;Johannes XIII.;185;Aussteller;Johannes’ XIII.;;t:persName
;;;387;;Lambert;;t:persName
;;;390;;Lambert;;t:persName
;;;391;;Lambert;;t:persName
;;;832;;Lambert;;t:persName
p04051;Johannes XIX., Papst;Johannes XIX.;220;Aussteller;Johannes XIX.;;t:persName
p04052;Johannes XV., Papst;Johannes XV.;192;Aussteller;(Johannes’ XV.);;t:persName
p04071;;Jorannus von Saint-Nicaise;418;;Jorannus von Saint-Nicaise;Saint-Nicaise;t:persName
;;;336;Empfänger;Lambert, Bischof von Arras;Arras;t:persName
;;;338;;Lambert, Bischof von Arras;;t:persName
;;;344;Empfänger;Lambert von Arras;Arras;t:persName
;;;352;Aussteller;Lambert, Bischof von Arras;Arras;t:persName
;;;361;;Lambert, dem Bischof von Arras;Arras;t:persName
;;;362;Empfänger;Lambert, Bischof von Arras;Arras;t:persName
;;;363;;(Lamberts), Bischof von Arras;Arras;t:persName
;;;373;Aussteller;Lambert, Bischof von Arras;Arras;t:persName
p04072;;Jordanis, Bürger aus Laon;865;;Jordanis, ein Bürger aus Laon;Laon;t:persName
